1.4482,-1.03059,0.494143,-0.713762,1.28672,-0.615351,-0.806085,0.720841,-0.190687,0.38646,1.56481,-0.592849,-0.255174,1.15463,-0.515492,1.52052,0.921819,-0.574519,-1.30542,0.42784,-0.834357,-0.231422,0.30273,0.931765,1.99777,-0.352049,0.409905,0.113073,-3.12082,0.132086,1.39407,-1.10964,-0.066712,-1.50999,2.34724,-0.919354,0.307381,-1.71557,0.546668,-0.886256,-0.364325,-0.661607,-0.928371,-0.153182,-1.84544,-1.5633,1.36541,0.348646,-1.14729,-0.922919,-0.872798,-0.625355,-0.0576814,-0.144652,-1.49521,-0.277558,-0.758191,-0.859321,0.551727,-2.10969,2.20203,-0.571945,-0.781737,-1.91422,0.733589,-1.64439,-1.82938,0.558278,-0.0625516,1.35079,1.73266,-1.39591,-0.0525741,-0.315946,0.214994,0.341163,0.647949,0.0813155,-0.431032,-1.07544,0.654229,1.12126,0.0907608,1.28816,-0.718992,1.82699,-0.902524,1.51396,0.91753,-0.196436,2.49563,0.13996,-0.57865,-0.215696,0.676553,0.105915,-0.493651,-1.36276,-0.772404,-1.26067,1.46955,-1.36533,-1.10034,1.79147,-0.104622,1.53682,-1.54348,0.585733,-0.474452,0.952644,1.18442,0.582718,-0.0329851,-1.9117,1.06995,-0.860842,-0.172788,0.735459,0.889897,-2.11044,-0.0206427,-0.186101,-1.14103,-0.00310099,0.481112,-0.0796309,-0.471599,0.0171856
0.591831,-0.981299,0.0676809,-0.0136897,0.701818,-0.571575,-0.79597,0.002362,-1.57434,1.5253,0.119424,0.495444,-0.571507,-2.40687,-0.746417,-0.353055,-0.157912,-0.0323927,1.5843,-0.945031,-0.66113,1.88892,0.999837,-0.380907,-0.086642,0.546266,2.39636,0.113842,-2.70576,1.89418,-0.427008,-1.04649,-0.516542,2.43927,0.241492,-1.18948,-0.295846,-1.01762,-0.0409548,-0.205032,0.524683,-0.041498,-0.323653,1.34812,1.19974,-2.39699,-0.776388,0.662549,-3.77114,-1.34578,-0.585345,-0.518102,1.37363,-0.977696,0.989668,1.08165,0.0322421,2.16764,-0.442336,0.29512,0.948633,0.814378,-0.61873,0.299156,-1.6162,-0.160826,-0.545909,0.596066,1.02184,-1.76344,1.18059,0.24325,0.291322,1.19413,1.75783,-0.780904,-0.515804,-0.614202,1.75626,0.898652,-0.77671,-3.22661,1.17132,-0.0245649,-0.0387934,-1.80903,0.618813,-0.58558,-0.152744,0.232213,0.397105,0.416481,1.16199,-1.99106,0.875237,-0.106081,-1.01322,0.518254,0.671884,-0.368263,0.0634663,0.782733,-0.142919,0.103084,0.486086,-0.12508,-1.51491,-0.0150254,-0.000563722,0.0204356,-0.79709,0.525665,0.777731,-1.61202,-2.25816,-2.53834,-0.544947,-0.270467,0.889687,-0.532563,1.09579,1.12851,-0.567866,0.28386,0.634796,-0.272438,-0.747903,0.636268
1.04184,0.0632319,1.91241,0.0993524,1.19676,-0.570142,-0.820368,-0.0138908,0.683306,0.569676,1.78879,0.190143,-0.332187,-2.66751,-0.196877,1.47045,0.00942391,-0.530641,1.78894,1.31582,1.73691,-1.2979,0.0918679,-0.918362,-0.462205,1.3186,-0.740123,-0.43724,-2.63878,-1.35312,-1.28224,-0.420316,-0.531987,-0.874488,0.547468,1.9477,1.38187,-0.143359,-0.369492,0.0230556,2.55263,0.107662,0.561683,0.296961,-1.8107,-1.96505,-0.658671,-1.47153,-0.497317,-0.663226,1.83839,0.199436,-0.834092,-0.485356,1.32179,1.38377,-0.582447,-0.728006,0.174536,-1.47323,-0.921998,2.29412,0.471582,0.452708,-0.316258,-0.130473,-0.275577,0.557021,0.800748,-0.0553989,0.481595,0.84096,0.518068,-1.38076,0.153999,0.792613,0.584939,-0.758938,-0.238526,0.97155,1.51258,1.05795,-2.28506,-1.66562,-0.803887,-0.343314,0.672618,0.605719,1.49644,0.195306,1.23848,-0.494107,-0.0690408,-0.588117,-0.0846901,-1.57792,-0.639559,-1.02989,1.07735,-1.09646,-0.920446,-1.29958,1.08469,-0.97175,0.228502,-1.51729,-0.0673035,0.329801,1.13979,-1.00288,-0.0905729,0.0387846,1.84337,0.659761,0.915898,-0.672561,1.71072,0.987775,1.32511,0.778605,-0.197831,1.02279,0.0909153,0.0387895,0.203348,-0.391062,-0.986029,-0.905439
-0.683602,1.3047,0.713335,-1.4236,0.501316,-0.631246,1.28873,-0.54436,-2.05667,-0.955068,2.0904,2.32166,0.0573553,1.60246,0.0884443,-0.351205,-0.0100615,-0.341656,0.116691,-0.974153,-1.30563,0.168821,-0.370994,0.692401,1.57471,0.936863,-0.860781,0.97903,-1.9123,0.487353,1.31304,0.174154,-0.68665,-1.41002,-0.143763,0.31684,-0.440384,-0.854259,-1.95454,-0.00146039,-1.04208,-1.72306,0.49343,-0.962223,-1.11045,-2.95721,-0.718331,1.00561,-1.31542,-0.565769,-0.834243,-0.538082,-1.13807,0.264474,-1.27491,0.136393,-1.30631,-0.844057,-0.435818,-2.24852,0.717626,-2.32459,1.9885,0.303413,-1.17477,-0.231399,0.269055,0.561208,-2.31506,0.339007,0.800133,-0.609713,1.37367,0.704837,-0.0298572,-1.72063,1.21921,1.78552,0.0338433,-0.131195,1.72512,-0.353558,1.31846,0.193583,-0.106119,0.189271,-0.155226,1.14835,0.477628,-1.24181,0.538443,0.398413,-0.329667,0.125884,-1.39436,0.479917,-2.60408,-0.387448,-0.0649244,0.460373,-3.02779,0.237561,1.03885,-0.973434,-0.649543,-0.72617,0.217609,-0.369074,-0.583928,1.70236,1.72378,-2.07371,-0.150262,-0.949843,-1.2322,-0.909968,-0.416991,0.888325,-0.642539,0.597108,-0.243327,-0.493654,-1.20199,0.335489,0.362135,0.60278,0.581368,-0.728784
-0.0333943,-1.15082,-1.44622,1.25453,0.243375,-0.560132,0.527045,0.0263648,1.21973,-2.34792,0.710921,0.0918011,-0.445009,0.610757,-1.77355,2.60906,0.502074,-0.167571,-1.82436,-0.854273,1.56137,0.0820062,-0.247462,0.185861,-0.158056,0.677524,0.125906,0.830951,-0.432321,0.0192136,1.68118,-0.0697964,0.508396,1.68639,-0.16433,-0.883054,0.94905,0.61374,0.66533,1.00009,-0.379327,-0.250442,0.118156,-0.999519,-1.88693,-3.08162,-0.223554,2.63736,0.0754751,-3.04673,0.0245787,1.4774,-0.848287,-3.46291,-1.27276,0.441964,1.80314,-0.807981,1.02825,-1.5547,1.27876,-1.71623,0.713231,0.413857,1.00463,0.00315963,1.34094,0.548873,-0.331418,1.22428,-1.3306,-0.95455,-0.892626,1.50025,0.62754,0.174518,-0.477095,-0.395077,-1.69996,-0.121843,0.545415,1.27538,1.02109,-0.821721,-0.393399,1.72066,-0.523762,-0.405423,-0.797769,-0.415205,0.891294,-1.41048,0.0385413,0.694816,-1.02728,-0.967987,-1.42107,0.288857,-1.57599,-0.195666,0.694743,1.28649,-0.916393,0.397404,0.745755,0.629191,0.139814,0.169705,-1.1085,-0.77901,-0.458228,1.17266,2.8443,-1.33932,0.0578906,0.824565,-1.41197,0.193651,0.247997,-0.33938,-1.98475,0.0941344,-1.90151,0.27173,0.479595,-2.37673,-2.10663,-0.680396
1.68439,0.18771,-0.0269205,1.09605,1.61093,-0.631504,0.314831,-0.852512,-1.36178,-1.07525,-1.82213,0.921145,1.63919,-2.25691,1.29484,0.996218,0.0830378,1.31722,0.444068,0.8446,-0.0414956,0.119765,-1.54234,0.0798767,0.196058,1.64986,0.584034,1.41488,-0.0478899,-0.462427,-1.18287,0.859611,0.0181428,-0.211099,0.0385426,-1.4173,0.93754,1.44046,1.39962,1.44681,1.30537,2.01558,-0.769715,-0.212926,-0.658178,-2.22632,0.881672,1.0007,-1.36088,-0.156757,0.773009,1.68802,-2.0395,-0.391348,-0.722157,0.758271,-0.303392,-2.74636,-1.24078,1.68617,0.90216,-2.11102,0.881571,1.70319,0.316358,-0.0471419,-1.01104,0.642094,-0.697621,0.005714,-1.24506,-1.50043,1.30381,-0.698474,-0.727543,0.309982,-1.23499,-0.713383,1.78676,-0.683657,2.52833,-0.703705,-1.64078,-1.34284,1.5562,0.994881,-1.25058,-0.511095,1.39126,1.13231,0.390944,-1.01539,-2.16904,-1.03871,0.352595,-2.11614,0.58047,0.144253,-1.85793,-2.02236,0.109627,1.11026,0.0959228,1.48585,0.200468,0.488666,-0.0244494,-0.659761,1.42528,0.277789,-0.388227,0.245857,-0.581513,-0.342426,0.461167,0.260396,0.153457,2.42387,-1.74118,-1.95339,1.42819,1.20686,1.2314,-1.38319,-0.404129,-0.652308,-0.915972,0.212374
-1.37151,1.48288,-0.0388133,-0.398919,-0.678727,-0.550251,2.50884,0.228896,0.107637,1.99591,-0.338898,1.49996,0.662001,-2.44592,-0.843182,1.18698,1.16428,0.941921,-1.4042,0.25849,-2.37612,0.127669,-0.609094,-0.998277,-1.42258,-0.525068,1.24059,-0.815779,-2.08397,-0.0709268,-0.699472,-0.771976,1.0103,-0.480578,0.721509,1.01944,0.612785,-1.59717,-0.961043,-0.0173589,-1.07108,-0.473846,0.309969,0.124462,-0.873515,-1.05339,-0.606046,-0.724549,0.300752,-2.40872,-0.362951,-1.03561,0.792352,-1.05503,-0.654474,1.47298,-0.746449,-0.89697,0.260561,0.0658195,0.218505,-0.99703,2.66952,-0.0383444,0.877894,-0.731787,-0.192798,0.531438,-0.43682,-0.50497,-0.446647,-0.611329,-0.160089,-1.08311,-0.221151,0.686515,-0.742429,0.405609,1.47835,0.121252,-0.654578,-0.0696453,-0.0607554,1.84411,-0.424794,1.24508,1.35864,-0.669206,0.379479,0.207227,0.500099,-0.607508,0.521222,0.144729,-0.595582,-1.01776,-0.0913152,-0.809938,0.858916,0.253255,-1.30542,0.0865314,-0.113579,0.590885,-0.769002,0.125179,-0.548721,0.0894372,-0.728656,-0.20136,0.0503268,-0.145746,0.24287,-0.419003,-0.953996,-0.949505,0.353514,0.436772,0.078931,0.138775,0.429592,1.96554,0.614162,0.640682,-2.91389,-2.70698,-2.44206,-0.412953
1.22692,0.0244088,-1.33266,-0.596828,-1.4803,-0.563952,0.31855,0.450704,-1.4749,1.6641,-0.72645,-0.169073,-0.237101,0.922851,1.72326,1.0962,-0.588456,-1.03597,-1.15059,-0.339898,-1.91183,0.684769,-1.6526,0.0732309,-0.341367,0.67565,-1.43821,-0.780937,-0.497255,1.1047,0.987268,-0.33206,2.27671,1.13534,0.976251,1.26174,0.100109,-0.774874,1.49311,0.653845,-0.564764,-0.0503702,-0.3178,0.798169,-0.795947,-3.4312,-0.875957,-0.0674981,-1.37693,-1.88957,2.39753,1.83094,1.14565,-0.272525,0.846919,-0.924473,0.391224,-1.79986,-0.883482,0.925057,0.632007,0.711518,0.899418,-0.242339,0.394473,-2.89009,1.48016,0.561863,-0.531165,-1.60808,-1.30483,-1.8594,0.100219,-1.0697,-0.514191,0.188623,-0.252719,0.65467,0.316274,-0.0861782,0.59827,-0.410741,-0.2245,-0.502586,0.303174,-0.317395,0.0605942,-0.969371,0.65384,-0.459592,2.86867,-1.15797,-1.97541,-0.228537,-0.808815,0.229494,0.541768,0.765689,0.41967,1.47055,-0.0353542,0.340255,-2.43956,1.72996,0.485243,-0.639126,1.92817,-1.22107,-1.02834,-0.598381,0.571506,-0.883928,-0.598217,0.0538446,-0.818622,-2.70741,0.991372,-0.524162,0.662156,-0.139009,1.82604,0.0157135,-1.26716,-1.7015,-0.501491,1.51323,1.55144,0.63399
-0.650323,0.27085,-0.222895,-0.618763,0.634616,-0.575047,1.31702,-2.73551,1.37004,1.16943,-0.399674,-1.04963,-0.436329,1.19501,-0.73986,-0.715216,0.101098,-0.460945,-0.983335,-0.587267,1.15129,-1.11222,-0.358261,-0.414438,-0.168081,0.219642,-0.242659,2.34655,-3.77883,0.106031,2.22865,0.633493,0.220461,1.73433,-0.68864,0.451932,0.341887,-1.06218,0.429846,-1.42754,-0.328125,-1.41043,0.44506,-0.0411047,-0.549398,-3.70303,0.0243356,2.54482,0.401277,-0.768081,-0.443093,-0.879525,0.338751,1.33477,-0.484539,1.31466,-0.358963,0.464959,0.122843,0.440034,-1.09987,0.180408,1.12242,0.0166685,0.428765,0.490552,1.43674,0.529026,-0.226216,1.084,0.105631,0.645126,0.536796,-1.01143,0.716553,-0.382997,0.00238463,-0.786408,0.606373,-1.40293,-0.392342,1.21988,0.276818,-0.505933,-1.10873,1.63504,-2.42469,0.783468,-0.586943,0.895967,0.592879,0.666184,-0.913816,1.15164,-0.4048,-0.16664,-1.0012,0.616282,1.10688,-0.526984,0.846329,-0.429412,-0.273041,0.897592,1.42146,0.0879563,0.178641,0.752319,-0.585077,0.656719,0.703072,0.797391,-0.866545,1.71803,-1.59406,0.882185,-0.208486,-0.798274,-0.176896,-0.281115,-1.17102,-0.364509,-1.31364,-0.539519,-1.10217,0.64559,0.362225,-0.54625
-0.710054,-0.611156,-0.39309,1.03822,-0.95636,-0.636198,0.952029,-1.158,0.564864,0.0722219,-0.36396,0.718522,0.972213,0.771934,1.16003,0.36622,0.96652,-0.772785,0.262421,1.12364,0.537826,-0.218209,-0.285158,0.266058,-1.00135,0.480695,-0.749186,0.574455,-2.91849,0.885747,-0.566836,-1.33796,-0.84302,-1.52786,0.280448,0.314182,-1.29448,0.598218,1.09402,0.803518,0.543779,0.0864727,0.924248,-0.0209785,-2.54159,-3.03205,0.431299,-0.23879,0.78594,-0.124983,0.339777,-0.290856,0.207465,0.293798,1.3922,0.68083,0.775315,-0.201909,-0.802235,3.25761,-0.889017,0.0384439,1.1701,-1.03994,0.256043,1.27515,0.99091,0.581577,0.610847,2.1594,-0.227472,0.628766,-0.746037,-0.682134,0.384254,1.36804,0.764036,-1.67697,0.655988,-2.23413,1.86756,-1.58579,-0.478557,0.875625,-0.367957,0.0349306,0.05636,0.216744,0.724766,0.0326275,0.354356,0.519018,-1.25653,0.270564,0.623936,-1.01099,-0.0555447,-0.749955,-1.50431,-1.10869,0.365072,-1.67586,-0.478649,-1.10732,-0.494352,-0.680961,1.40441,-2.2665,0.125326,1.43146,-0.851201,-0.00226564,0.331127,1.48994,-0.552969,-0.043182,1.30037,1.30524,-0.741037,-1.11484,0.547282,0.996219,-0.560395,-0.73951,2.3879,0.754313,-1.14914,0.356709
